1,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
1,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
1,3,1001.0,372.0,130.0,275.0,1,-1,-1,-1
2,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
2,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
2,3,1001.0,372.0,130.0,275.0,1,-1,-1,-1
3,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
3,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
3,3,1001.0,372.0,130.0,275.0,1,-1,-1,-1
4,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
4,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
4,3,1001.0,372.0,130.0,275.0,1,-1,-1,-1
5,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
5,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
5,3,1001.0,372.0,130.0,275.0,1,-1,-1,-1
6,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
6,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
6,3,1010.0,372.0,130.0,275.0,1,-1,-1,-1
7,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
7,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
7,3,1010.0,372.0,130.0,275.0,1,-1,-1,-1
8,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
8,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
8,3,1010.0,372.0,130.0,275.0,1,-1,-1,-1
9,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
9,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
9,3,1010.0,372.0,130.0,275.0,1,-1,-1,-1
10,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
10,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
10,3,1015.0,371.0,130.0,275.0,1,-1,-1,-1
11,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
11,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
11,3,1015.0,371.0,130.0,275.0,1,-1,-1,-1
12,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
12,2,919.0,315.0,105.0,402.0,1,-1,-1,-1
12,3,1028.0,372.0,130.0,275.0,1,-1,-1,-1
13,1,1162.0,249.0,142.0,517.0,1,-1,-1,-1
