1,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
1,2,527.0,248.0,228.0,616.0,1,-1,-1,-1
2,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
2,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
3,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
3,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
4,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
4,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
5,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
5,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
6,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
6,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
7,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
7,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
8,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
8,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
9,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
9,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
10,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
10,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
11,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
11,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
12,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
12,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
13,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
13,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
14,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
14,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
15,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
15,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
16,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
16,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
17,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
17,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
18,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
18,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
19,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
19,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
20,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
20,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
21,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
21,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
22,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
22,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
23,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
23,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
24,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
24,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
25,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
25,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
26,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
26,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
27,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
27,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
28,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
28,2,527.0,285.0,221.0,579.0,1,-1,-1,-1
29,1,1046.0,289.0,192.0,588.0,1,-1,-1,-1
