1,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
1,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
1,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
2,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
2,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
2,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
3,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
3,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
3,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
4,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
4,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
4,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
5,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
5,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
5,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
6,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
6,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
6,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
7,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
7,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
7,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
8,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
8,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
8,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
9,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
9,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
9,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
10,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
10,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
10,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
11,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
11,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
11,3,1593.0,360.0,93.0,272.0,1,-1,-1,-1
12,1,879.0,225.0,233.0,663.0,1,-1,-1,-1
12,2,1386.0,314.0,108.0,358.0,1,-1,-1,-1
